lng,lat,service_point_id,address,meter_id,service_connection_id
-0.48655059244448906,38.3420011823167,6307651,AV.RAMON Y CAJAL SN-RIEGO,C17FA699475X,2478037
-0.495596238059272,38.36547583634272,6315677,AV.NOVELDA 115-LOCAL-5,I18BA424397C,2477657
-0.47099524896820605,38.35018503246293,6306497,AV.VILLAJOYOSA SN -RIEGO,D15TD068884D,2477886
-0.4810457382372486,38.35956593459919,6095968,PINOSO 27-COLEG,I18BA090024X,2440124
-0.48801235023894707,38.34381763012621,6307719,PL.CALVO SOTELO SN-OBRAS,C17FA699472U,2478068
-0.4187012146816147,38.38289965325966,6306439,TIRSO MARIN SESSE SN-CASET,I18FA276424P,2477868
-0.4957077329475739,38.36563763842145,6310968,AV.NOVELDA 117-RIEGO,I18BA424359W,2478358
-0.4955429387203392,38.35285658442908,6307638,JUANITO SANTERO SN-RIEGO,I18BA424389C,2478023
-0.4981517982467301,38.350998121417014,6061913,ALBACETE 1-COLEG-PUB,I20BB052530V,2484939
-0.5013433136614008,38.36134206089015,6304860,BUSOT SN-RIEGO,C17FA050923M,2477713
-0.5805697532837317,38.39636408323589,6173496,CR. ALCORAYA 118-BAJO,I17BA499206A,2485889
-0.5242132160982944,38.28077135766551,6315749,CR. DEL SALADAR SN-RIEGO,I19BC039250I,2478858
-0.505814864046109,38.37410652889075,6315747,FORTUNY SN-RIEGO-RIEGO,G15TC416029P,2478857
-0.49927825525014347,38.3647483387367,6315557,TEULADA 140-CAMPO-RIEGO,I18BA424362R,2478851
-0.4959042654859294,38.359940176608994,6312826,TEULADA 17-LOCAL,I19BC077089D,2477372
-0.49573593998682236,38.37591526300577,6138370,BARONIA DE POLOP 23 .-JARDI,E12RF079087Z,2445651
-0.4899573718897524,38.34285954715658,6315170,PARIS SN-RIEGO,I18BA424368X,2478824
-0.5160984918928406,38.34512288598168,6316918,SCD BETIS FLORIDA SN-RIEGO,I18BA424511M,2478943
-0.47581236940678395,38.352276919779214,6302718,PL.DR MAS MAGRO SN-RIEGO,C17FA699468Y,2477270
-0.5000778840684426,38.34719691800598,6319155,TARRASA SN-RIEGO,I18BA424356T,2479282
-0.6086607887783647,38.345073928219215,6172534,CN. VICARIO SN-FUTBO,D14IA077904D,2459697
-0.4959733708372003,38.3562286454411,6066015,ROMEU ZARANDIETA 1-POLID,D15FE084571I,2436515
-0.41045707830016737,38.37452229013581,6160995,AV.DE NIZA SN-CASET-10,I16FA030328U,2476762
-0.4332431833683512,38.361528864405685,6322732,LA CORBETA SN -RIEGO,I17BA229269U,2479688
-0.4687839956274226,38.40963384931418,6322613,TANGEL-CALLE UNICA SN-RIEGO,J20OA012053X,2479654
-0.4105104134021984,38.37452121011454,6160999,AV.DE NIZA SN-RIEGO-14,I17BB050410H,2476765
-0.557380498390498,38.3199350649733,6322730,PL. MADRESELVA SN-RIEGO,J19OA215221M,2479686
-0.4873937637701785,38.37603814130578,6321487,GASTON CASTELLO SN-RIEGO,E14RF793484C,2479576
-0.5163050503722416,38.328612224933345,6323247,RAMON GOMEZ SN-RIEGO,I18FA276320I,2479718
-0.483257732259135,38.34411772401504,6004153,PORTAL DE ELCHE SN-W-C,D12TA581780M,2429387
-0.47775420728884244,38.36664941175802,6327606,BENIARBEIG SN-COLEG,I20BD055302L,2479885
-0.4807514846330335,38.344818004172716,6323978,PL.AYUNTAMIENTO SN-FUENT,I17BA075168N,2479819
-0.5140742845371576,38.33683718783905,6326197,TRANSPORTES SN-RIEGO-1,D15FE071427K,2479924
-0.4805746955693608,38.35980726255585,6095967,PINOSO 27-COLEG-PUB,I20BA315512W,2479915
-0.6275836580275531,38.375204931643665,6173886,CR. ALCORAYA 325,C20LA011337F,2486049
-0.49063658926269993,38.384955068952614,6241668,MUSICO TORREGROSA SN-RIEGO,I17FA405048B,2470522
-0.48074071352638964,38.34482353023984,6324546,PL.AYUNTAMIENTO SN-RG,J17LA550597R,2479909
-0.5232341069902094,38.30301702333439,6325682,AV.DE ELCHE 151-NAVE-12,D12TA512125I,2479925
-0.4781802171958646,38.36904868744835,6325199,DIPUTADO A GARCIA SN-RIEGO-FUTBO,D15TD060844P,2479986
-0.501688144471943,38.365542374222855,6119419,TUBERIA 93-COLEG-PUB,E14NB358399A,2443452
-0.5012250243937826,38.36500299026539,6324279,TUBERIA 91 -RIEGO,J20JD000610Y,2479897
-0.4719496840321299,38.36272490888952,6172797,PL.CARLOS VAN-DER SN-JARDI-3,I18FA276419S,2449285
-0.4906957463962884,38.38924050796912,6327690,CN. SEGUINS 2-POLID,D15TD086200T,2480438
-0.4692729978286552,38.355175731407385,6327704,VIRGEN DE INJURIAS SN-RIEGO,J19LA335148M,2480450
-0.47528504081123774,38.34754072109815,6328004,PASEO DE GOMIZ SN -ASEOS-2,J19LA335193R,2480447
-0.5080999876068554,38.36751006491191,6328175,RAMON DE SAAVEDRA SN-CASET,D15TB004902G,2480537
-0.5094260266054849,38.332252459254036,6328280,PERU SN-RIEGO-2,I17FA405067E,2480570
-0.5662320966637198,38.40322752392575,6171694,CR. ALCORAYA SN .-FUENT,I18FA276414N,2448013
-0.5141857040954564,38.33579683317126,6040580,ARTES GRAFICAS SN-SERVI,I19BD041938N,2433136
-0.4928137429599064,38.36750454242101,6329838,AV.DE UNICEF SN-DEPOR-PISCI,D12UF010008J,2480603
-0.4705589550810664,38.36866544856038,6329360,ARTISTA FOGUERER 2-COLEG,G15RF770415Y,2480504
-0.4225120792127509,38.36494062568607,6330883,CAT ABELARDO RIGUAL 4-COLEG,E12RF096904F,2480791
-0.48309652709646445,38.37193353055227,6327705,ABAD FDEZ HELGUERA 23-CNTRO,C20LA002118V,2480451
-0.48946964870986215,38.36757392564896,6330269,AV.DE UNICEF SN-FUENT,J19OA215225Q,2481168
-0.4327194744298413,38.36530750361505,6152423,AV.MIRIAM BLASCO SN-JA,G16TE418839U,2467098
-0.48033301729181255,38.344339877853955,6003227,PL. PUERTA DEL MAR SN-FUENT,I18BA090008X,2472406
-0.4439272628793156,38.388763975474134,6147171,ALBEROLA CANTERAC SN-JARDI,D15TB007174K,2447052
-0.44404357990694565,38.38947162791636,6226915,ALBEROLA CANTERAC SN-BAJO-1,D15TA077843A,2467295
-0.4936702021596997,38.3541645112427,6331559,CN. DE RONDA SN-POLID,D13TD052447R,2481740
-0.47823182847076234,38.346567180158594,6331871,VILLAVIEJA 63-COLEG,D13FE056567N,2481621
-0.4990576508751758,38.35475571939136,6067040,CIUDAD REAL 29-COLEG-PUB,I20BB052558H,2464682
-0.4198641180368442,38.37693101924683,6332982,AV.OVIEDO SN-RIEGO,I15FA021328K,2481766
-0.6133319596725918,38.3445991360963,6172535,DEL COLEGIO 1-COLEG,C19LA148593J,2449230
-0.49477838968432813,38.344754581468585,6331651,AV.SALAMANCA 1-RIEGO,D13NA003591M,2481844
-0.4824169280483975,38.367062173338674,6331428,"ALCOLECHA  Km.0,0-RIEGO",C12UA254185B,2481619
-0.5284355632548653,38.33643477455673,6331792,L / APD - 21 1 -RIEGO,E13RF134234T,2481912
-0.5079306444743543,38.34069165340562,6039793,GONZALO SORIANO 6-POLID,E15ND378254R,2433066
-0.497283415114355,38.37082861508769,6121589,AV.NOVELDA SN-RIEGO,G16TB443660L,2444259
-0.4930193086447478,38.371415252293886,6123387,PABLO NERUDA 7-COLEG,E13NB311689C,2444619
-0.4919542514756224,38.37446103795782,6138585,PL.DE ARGEL SN-2,D14IA077890O,2445663
-0.48713961928030935,38.37025758912726,6130619,LEOPOLDO PANERO SN-RIEGO,J17LA545492Y,2482109
-0.49775101824404827,38.337997933119276,6329253,AV.DE ELCHE 14-CNTRO-1,G19RF778964M,2480260
-0.4303670122682799,38.35991635211969,6154821,CURRICAN SN .,E15NC377665V,2464333
-0.4959506704363534,38.36865780152172,6121708,AV. DE LOS JARALES 4-LOCAL-1,I18BA295650X,2460191
-0.49149486729959346,38.38722989351009,6146030,PL.DE LA CONSTITUCION 4-CNTRO-C,I18FA276438V,2446404
-0.4361125975011721,38.36450140798556,6153577,ZEUS 5 -COLEG-PUB,I20BB052546D,2485311
-0.45104233784455683,38.36059973482148,6332652,AV.VILLAJOYOSA SN-RIEGO-1,I14FA070064R,2482284
-0.494466133740854,38.34867633948946,6332755,SANTA FELICITAS 6-RIEGO,I14FA070034L,2482363
-0.4552324888959239,38.358723205470476,6332902,AV.VILLAJOYOSA SN-1-RIEGO,I18BD022867A,2482426
-0.581912315888749,38.38535434803751,6332631,AV.DE LOS MONTEROS SN-RIEGO,I14FA070058T,2482280
-0.5047518753930232,38.344400551819035,6043252,DPTA MENDIZABAL 9-B.RIE,I17BD504864Q,2433411
-0.5094093652488584,38.335866569476266,6332990,ANTONIO BERNABEU 2-RIEGO,I17BD504843L,2482492
-0.4959541616970935,38.36573706305241,6226054,AV.NOVELDA 121-RIEGO,C12UA115311T,2467154
-0.48113537042767623,38.34833532605376,6252528,PARQUE LA ERETA SN-RIEGO,D14FE159286I,2471938
-0.4811180705328039,38.351524651334124,6309800,"AV. JAIME II, 75 E/2-LOCAL-4",C17FA078694I,2474404
-0.4856809994540264,38.34319584034852,6003955,PL.GABRIEL MIRO 8-LOCAL-IZ,I16FA106830S,2429357
-0.49078791025638946,38.36356459252913,6124636,CLAUDIO COELLO 2-COLEG-PUB,I20BB052586L,2444734
-0.4979199493019501,38.34287177346812,6033804,PEREZ MEDINA 2-MERCA,D12TB022603,2432541
-0.5046731319030704,38.33974940836301,6038940,AV.ALCALDE CARBONELL 16-COLEG-PUB,D14IA077912D,2472648
-0.5836253570954643,38.404775641922846,6171944,CR.VERDEGAS 32,I16FA054571D,2448437
-0.5030338567446884,38.358843613046076,6246321,CARDENAL FCO ALVAREZ SN-RIEGO-4,I19BE044924A,2468459
-0.480269589356841,38.346703494156564,6008724,PL.ARQTO MIGUEL LOPEZ SN-FUENT,J19OA215223O,2430163
-0.5763735669087087,38.41466632647393,6171975,CR. DE AGOST 68-COLEG,I14FA069979E,2448605
-0.5158479865312865,38.34053629333861,6054169,SAN LORENZO 33-COLEG-PUB,I20BB052531W,2435154
-0.5073493545803851,38.34190884336396,6330672,RAFAEL GONZALEZ AGUILAR 4-PISCI-1,E13RF029606K,2466744
-0.4708560662643492,38.362441073259625,6083318,DR CRISTOBAL PARDO 4-COLEG-PUB,I20BB052540X,2439015
-0.4710050289298871,38.362340974430936,6089153,DR CRISTOBAL PARDO 1-P-LOCAL,I18BA424423N,2485017
-0.47015142862439563,38.362157992812215,6089200,DR CRISTOBAL PARDO SN-RIEGO,C17FA699485Z,2485016
-0.4877303283170878,38.370629499736395,6135303,PINO SANTO SN-CNTRO-SOC,I12BA061351W,2445489
-0.4817331651554592,38.37055358245243,6131681,BENISA 2 .,D13NA003434A,2484168
-0.5057414213925595,38.37342363349412,6120092,SANTA ROSA SN .-JARDI,I17BB055292N,2459604
-0.4423776974055566,38.38983394682095,6147255,ALCALDE JOSE ABAD SN-FUENT,I20BA061342N,2466632
-0.48364626708397196,38.344326254675345,6004154,PORTAL DE ELCHE SN-FUENT,I14FA043614W,2429382
-0.4106778463474152,38.377204608768075,6166318,MILAN 2 -OBRAS,I19BB025325I,2447864
-0.5053848237956772,38.37422799839146,6226944,FORTUNY SN-RIEGO,G16TE432986Q,2467312
-0.5128753306989886,38.337223486200195,6039963,JULIAN BESTEIRO 15-BAJO,I17BD096794Q,2484815
-0.49328794691622546,38.38483038364634,6146235,PI Y MARGALL SN-JARDI,I17FA405046Z,2485120
-0.4814901378448656,38.360543372674286,6333663,PLUS ULTRA 67-FUENT,I18BA232464H,2482867
-0.4900653800925978,38.350091195983225,6333363,MAESTRO GAZTAMBIDE SN-RIEGO,G15TB403409Z,2482714
-0.48308658245176667,38.36399226942902,6127082,GRAL ESPARTERO SN-RIEGO,I19BD041942J,2459226
-0.47485042001195593,38.35624984300267,6077338,HAROLDO PARRES SN-JARDI-RIEGO,J19LA335073K,2484956
-0.4899644414382998,38.3413897478884,6334113,PORTUGAL 17-BAJO,I16BA364531M,2482778
-0.5059395373269013,38.367378167044066,6119888,RUIZ DE ALARCON SN-RIEGO-JARDI,I14FA069948X,2466657
-0.5069264766575736,38.36799102826668,6119860,DR RECASENS SN-RIEGO,I15FA038923E,2466656
-0.5064800052650787,38.369111055323984,6120069,CN. FONDO PIQUERES SN-RIEGO-J6,E15ND378257U,2485057
-0.5054431454700758,38.36871339493784,6120028,GATA DE GORGOS SN-RIEGO-11,E11NB459947P,2485056
-0.5040196393946004,38.36830312969597,6119990,AVELLANEDA SN-RIEGO-10,E14NB358400C,2474212
-0.4856592686773059,38.3591744275479,6112839,PL.AMERICA SN-RIEGO,I17BD504857R,2466955
-0.4356093849592806,38.3712496608578,6334303,AV.VICENTE HIPOLITO SN -RIEGO,I16FA054535Z,2483175
-0.5172874595682119,38.342846335024674,6253674,VIA PARQUE SN-RIEGO-JARDI,I13FA056414Y,2472414
-0.556840246411154,38.37569334620343,6333383,CN. LOMAS BLANCAS 19-BAJO,C17FA060519J,2482736
-0.41992539660708833,38.367022565109394,6333886,AV.LAS NACIONES SN-FUENT,I18FA276376Y,2483014
-0.42305801881961375,38.37901947317868,6333888,AV.PINTOR PEREZ GIL 1 -FUENT,I17BA343391N,2483016
-0.4275497645054305,38.36244472503805,6333887,LA GOLETA SN-FUENT,I17BA343390M,2483015
-0.4973170393128498,38.35006579374968,6334922,ANTONIO MARTIN TRENCO SN-RIEGO,I18BD046751P,2483328
-0.4758475672174532,38.34711518247281,6003137,PLAYA POSTIGUET SN-RIEGO,I19BA423848N,2484758
-0.48126323542123006,38.35093801065343,6076287,CASTILLO SANTA BARBARA SN-RIEGO,D15TD079879P,2484161
-0.48169273279043173,38.345630509337035,6266299,PL.SANTISIMA FAZ SN-RIEGO,I15FA111968L,2474602
-0.47974835352494466,38.3437404001083,6336334,MUELLE LEVANTE SN  OF TURISM,I20BA061439V,2483947
-0.5049271719385673,38.338324141655775,6038740,PL.FARM. LUIS GISBERT 2 -COLEG-PUB,I20BB052533Y,2433029
-0.5052781866848997,38.33830453765088,6039781,PL.FARM. LUIS GISBERT 2 .,D16IA006464F,2483909
